"POLITICAL_UNIT","NAME","WGMS_ID","REC_SERIES_ID","YEAR","REFERENCE_YEAR","FRONT_VARIATION","QUALITATIVE_VARIATION","LOWEST_ELEVATION","HIGHEST_ELEVATION","YEAR_UNC","REF_YEAR_UNC","FRONT_VAR_POS_UNC","FRONT_VAR_NEG_UNC","ELEVATION_UNC","MORAINE_DEFINED_MAX","METHOD_CODE","METHOD_REMARKS","PUB_IN_FOG","REMARKS"
"AR","AMEGHINO",3800,9,1765,1765,0,"+X",,,100,100,50,50,,"MPE","RAD","Radiocarbon dating of in situ stumps buried by outwash plain outside moraine",2010,"Estimated date of formation of frontal moraine based on 14C dating of in situ trees buried by outwash plain outside moraine; see Masiokas et al. (2009)"
"AR","AMEGHINO",3800,9,1947,1765,-170,,,,0,100,15,50,,,"PHO","Glacier front position identified in 1947 air photo",2010,
"AR","AMEGHINO",3800,9,1970,1947,-160,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1970 air photo",2010,
"AR","AMEGHINO",3800,9,1986,1970,-3600,,,,0,0,15,15,,,"OTH","Glacier front position identified in 1986 Landsat image",2010,
"AR","AMEGHINO",3800,9,2000,1986,-500,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2000 Landsat image",2010,
"AR","AMEGHINO",3800,9,2005,2000,-390,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","ESPERANZA NORTE",3711,10,1691,1652,-130,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1792,1691,-210,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1795,1792,100,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1807,1795,-120,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1830,1807,10,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1876,1830,-280,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1927,1876,-610,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1933,1927,-350,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1951,1933,-650,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,1958,1951,-100,,,,,,,,,,"DEN",,2010,
"AR","ESPERANZA NORTE",3711,10,1972,1958,-200,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,1978,1972,140,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,1987,1978,-150,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,1996,1987,-290,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,2001,1996,-320,,,,,,,,,,"OTH","direct measurement",2010,
"AR","ESPERANZA NORTE",3711,10,2007,2001,-220,,,,,,,,,,"OTH","direct measurement",,
"AR","FRIAS",1347,11,1639,1639,0,"+X",,,10,10,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and satellite imagery; Dating: Dendrochronology",2010,"MAXIMUM DATE estimated from tree-ring dating of an ice-scarred tree (see Villalba et al. 1990)."
"AR","FRIAS",1347,11,1727,1639,-262,,,,10,10,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and satellite imagery; Dating: Dendrochronology",2010,"MAXIMUM DATE estimated from tree-ring dating of an ice-scarred tree (see Villalba et al. 1990)."
"AR","FRIAS",1347,11,1752,1727,-54,,,,20,10,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and satellite imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines (see Villalba et al. 1990)."
"AR","FRIAS",1347,11,1884,1752,-233,,,,20,20,15,15,,"MME","COM","Mapping: Field surveys, analyses of air photos and satellite imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines (see Villalba et al. 1990)."
"AR","FRIAS",1347,11,1916,1884,-203,,,,20,20,15,15,,"MMP","COM","Mapping: Field surveys, analyses of air photos and satellite imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines (see Villalba et al. 1990)."
"AR","FRIAS",1347,11,1944,1916,-455,,,,0,20,15,15,,,"PHO","Glacier front position identified in 1944 air photo",2010,
"AR","FRIAS",1347,11,1970,1944,-335,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1970 air photo",2010,
"AR","FRIAS",1347,11,1976,1970,402,,,,0,0,5,5,,"MME","OTH","Field surveys and front position measurements by S. Rubulis complemented with the tree-ring dating of a small moraine formed in 1976/77 (see Villalba et al. 1990).",2010,
"AR","FRIAS",1347,11,1977,1976,20,,,,0,0,5,5,,"MME","OTH","Field surveys and front position measurements by S. Rubulis complemented with the tree-ring dating of a small moraine formed in 1976/77 (see Villalba et al. 1990).",2010,
"AR","FRIAS",1347,11,1978,1977,-38,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1979,1978,-22,,,,0,0,10,10,,,"COM","Glacier front position identified in 1979 air photo complemented with field surveys and front position measurements by S. Rubulis",2010,
"AR","FRIAS",1347,11,1980,1979,-26,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1981,1980,-24,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1982,1981,-46,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1983,1982,-66,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1984,1983,-84,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1985,1984,-26,,,,0,0,5,5,,,"OTH","Field surveys and front position measurements by S. Rubulis.",2010,
"AR","FRIAS",1347,11,1986,1985,-10,,,,0,0,25,25,,,"OTH","Glacier front position identified in 1986 Landsat image",2010,
"AR","FRIAS",1347,11,1987,1986,-115,,,,0,0,25,25,,,"OTH","Glacier front position identified in 1987 Landsat image",2010,
"AR","FRIAS",1347,11,2003,1987,-405,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2003 ASTER image",2010,
"AR","FRIAS",1347,11,2007,2003,-102,,,,0,0,25,25,,,"OTH","Glacier front position identified in 2007 Landsat image",,
"AR","FRIAS",1347,11,2009,2007,-156,,,,0,0,10,10,,,"OTH","Glacier front position identified in 2009 Ikonos image",,
"AR","LAGO DEL DESIERTO I",3713,12,1740,1740,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO I",3713,12,1901,1740,-180,,,,15,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO I",3713,12,1905,1901,-20,,,,15,15,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO I",3713,12,1984,1905,-480,,,,0,15,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","LAGO DEL DESIERTO I",3713,12,2005,1984,-20,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","LAGO DEL DESIERTO I",3713,12,2007,2005,-70,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2007 image provided by Google Earth",,
"AR","LAGO DEL DESIERTO II",3714,13,1645,1645,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO II",3714,13,1743,1645,-40,,,,10,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MAXIMUM DATE estimated from death date of in situ tree buried by a lateral moraine; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO II",3714,13,1900,1743,-400,,,,20,10,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO II",3714,13,1936,1900,-90,,,,20,20,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO II",3714,13,1964,1936,-140,,,,20,20,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO II",3714,13,1984,1964,-220,,,,0,20,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","LAGO DEL DESIERTO II",3714,13,2005,1984,-70,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","LAGO DEL DESIERTO II",3714,13,2007,2005,-60,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2007 image provided by Google Earth",,
"AR","LAGO DEL DESIERTO III",3715,14,1655,1655,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO III",3715,14,1734,1655,-80,,,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO III",3715,14,1867,1734,-300,,,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO III",3715,14,1920,1867,-50,,,,20,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO III",3715,14,1945,1920,-450,,,,20,20,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","LAGO DEL DESIERTO III",3715,14,1984,1945,-230,,,,0,20,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","LAGO DEL DESIERTO III",3715,14,2005,1984,-30,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","LAGO DEL DESIERTO III",3715,14,2007,2005,-110,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2007 image provided by Google Earth",,
"AR","NARVAEZ GRANDE",3799,15,1896,1896,0,"+X",,,0,0,20,20,,,"PHO","Glacier front position based on 1896 field photo published in Hatcher (1903); see Masiokas et al. (2009). ",2010,
"AR","NARVAEZ GRANDE",3799,15,1968,1896,-3350,,,,0,0,15,20,,,"PHO","Glacier front position identified in 1968 air photo",2010,
"AR","NARVAEZ GRANDE",3799,15,1981,1968,-300,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1981 air photo",2010,
"AR","NARVAEZ GRANDE",3799,15,1984,1981,-150,,,,0,0,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","NARVAEZ GRANDE",3799,15,2002,1984,-180,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2002 Landsat image",2010,
"AR","NARVAEZ GRANDE",3799,15,2008,2002,0,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2008 image provided by Google Earth",,
"AR","PIEDRAS BLANCAS",3716,16,1610,1610,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","PIEDRAS BLANCAS",3716,16,1744,1610,-130,,,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines and outwash channel; ecesis correction; see Masiokas et al. (2009)"
"AR","PIEDRAS BLANCAS",3716,16,1899,1744,-50,,,,30,30,15,15,,"MME","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Estimated from dates of adjacent moraines",2010,
"AR","PIEDRAS BLANCAS",3716,16,1931,1899,-520,,,,0,30,15,15,,,"PHO","Glacier front position based on 1931 field photo published in De Agostini (1945); see Masiokas et al. (2009). ",2010,
"AR","PIEDRAS BLANCAS",3716,16,1952,1931,-100,,,,0,0,15,15,,,"PHO","Glacier front position based on 1931 field photo published in Lliboutry (1953); see Masiokas et al. (2009). ",2010,
"AR","PIEDRAS BLANCAS",3716,16,1968,1952,-140,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1968 air photo",2010,
"AR","PIEDRAS BLANCAS",3716,16,1981,1968,140,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1981 air photo",2010,
"AR","PIEDRAS BLANCAS",3716,16,1984,1981,-10,,,,0,0,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","PIEDRAS BLANCAS",3716,16,2005,1984,-510,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","PIEDRAS BLANCAS",3716,16,2007,2005,-50,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2007 image provided by Google Earth",,
"AR","SAN LORENZO SUR",3798,17,1665,1665,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; no ecesis correction"
"AR","SAN LORENZO SUR",3798,17,1769,1665,-240,,,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; no ecesis correction"
"AR","SAN LORENZO SUR",3798,17,1819,1769,-570,,,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; no ecesis correction"
"AR","SAN LORENZO SUR",3798,17,1958,1819,-1190,,,,0,30,15,15,,,"PHO","Glacier front position identified in 1958 air photo",2010,
"AR","SAN LORENZO SUR",3798,17,1969,1958,-90,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1969 air photo",2010,
"AR","SAN LORENZO SUR",3798,17,1981,1969,-390,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1981 air photo",2010,
"AR","SAN LORENZO SUR",3798,17,1984,1981,-40,,,,0,0,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","SAN LORENZO SUR",3798,17,2000,1984,-1000,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2000 Landsat image",2010,
"AR","SAN LORENZO SUR",3798,17,2002,2000,-190,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2002 Landsat image",2010,
"AR","SAN LORENZO SUR",3798,17,2004,2002,-160,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2004 ASTER image",2010,
"AR","SAN LORENZO SUR",3798,17,2008,2004,-200,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2008 image provided by Google Earth",,
"AR","TORRE",3717,18,1594,1594,0,"+X",,,30,30,15,15,,"MPE","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","TORRE",3717,18,1727,1594,-210,,,,30,30,15,15,,"MME","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","TORRE",3717,18,1799,1727,-120,,,,30,30,15,15,,"MME","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","TORRE",3717,18,1866,1799,-40,,,,30,30,15,15,,"MME","COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on moraines; ecesis correction; see Masiokas et al. (2009)"
"AR","TORRE",3717,18,1900,1866,-60,,,,30,30,15,15,,,"COM","Mapping: Field surveys, analyses of air photos and aerial imagery; Dating: Dendrochronology",2010,"MINIMUM DATE estimated from age of trees growing on outwash channel; ecesis correction; see Masiokas et al. (2009)"
"AR","TORRE",3717,18,1931,1900,-1760,,,,0,30,15,15,,,"PHO","Glacier front position based on 1931 field photo published in De Agostini (1945); see Masiokas et al. (2009). ",2010,
"AR","TORRE",3717,18,1968,1931,-50,,,,0,0,15,15,,,"PHO","Glacier front position identified in 1968 air photo",2010,
"AR","TORRE",3717,18,1984,1968,110,,,,0,0,15,15,,,"OTH","Glacier front position identified in 1984 Landsat image",2010,
"AR","TORRE",3717,18,2005,1984,-170,,,,0,0,15,15,,,"OTH","Glacier front position identified in 2005 ASTER image",2010,
"AR","TORRE",3717,18,2007,2005,-70,,,,0,0,10,15,,,"OTH","Glacier front position identified in 2007 image provided by Google Earth",,
"AT","OEDENWINKEL K.",559,37,1890,1850,-402,,,,,,10,10,,,,,,
"AT","OEDENWINKEL K.",559,37,1929,1890,-157,,,,,,10,10,,,,,,
"AT","OEDENWINKEL K.",559,37,1934,1929,-40,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1969,1934,-457,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1977,1969,-53,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1985,1977,-195,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1988,1985,-18,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1992,1988,-11,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,1998,1992,-7,,,,,,5,5,,,,,,
"AT","OEDENWINKEL K.",559,37,2008,1998,-61,,,,,,1,1,,,,,,
"AT","OEDENWINKEL K.",559,37,2013,2008,0,,,,,,1,1,,,,,,
"BO","CHARQUINI NORTE",3718,19,1706,1663,-47,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1740,1706,-79,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1755,1740,-130,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1769,1755,-62,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1794,1769,-31,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1817,1794,-38,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1847,1817,-18,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1870,1847,-56,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1910,1870,-344,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI NORTE",3718,19,1940,1910,-195,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI NORTE",3718,19,1956,1940,-250,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI NORTE",3718,19,1963,1956,-30,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI NORTE",3718,19,1974,1963,-35,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI NORTE",3718,19,1983,1974,-30,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI NORTE",3718,19,1997,1983,-70,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1700,1663,-21,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1739,1700,-119,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1755,1739,-57,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1763,1755,-49,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1791,1763,-88,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1815,1791,-201,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1852,1815,-21,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1873,1852,-59,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1907,1873,-102,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI OESTE",3719,20,1940,1907,-79,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1956,1940,-42,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1963,1956,-17,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1974,1963,-45,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1983,1974,-22,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI OESTE",3719,20,1997,1983,-28,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1703,1686,-65,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1734,1703,-21,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1765,1734,-63,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1808,1765,-106,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1825,1808,-79,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1843,1825,-46,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1871,1843,-110,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1912,1871,-123,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SUR",2667,21,1940,1912,-26,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1956,1940,-12,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1963,1956,-43,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1974,1963,-49,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1983,1974,-80,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SUR",2667,21,1997,1983,-177,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1736,1664,-95,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1755,1736,-49,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1792,1755,-153,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1849,1792,-38,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1868,1849,-26,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1909,1868,-282,,,,,,,,,,"DEN",,2010,
"BO","CHARQUINI SURESTE",3720,22,1940,1909,-196,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1956,1940,-17,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1963,1956,-37,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1974,1963,-21,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1983,1974,-45,,,,,,,,,,"OTH","direct measurement",2010,
"BO","CHARQUINI SURESTE",3720,22,1997,1983,-87,,,,,,,,,,"OTH","direct measurement",2010,
"BO","JANKHU UYU",3721,23,1704,1658,-24,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1734,1704,-35,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1756,1734,-75,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1775,1756,-13,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1805,1775,-12,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1817,1805,-111,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1869,1817,-265,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1908,1869,-127,,,,,,,,,,"DEN",,2010,
"BO","JANKHU UYU",3721,23,1997,1908,-163,,,,,,,,,,"OTH","direct measurement",2010,
"BO","WILA LLUXITA",3722,24,1703,1662,-37,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1732,1703,-93,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1755,1732,-214,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1775,1755,-38,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1800,1775,-17,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1818,1800,-223,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1849,1818,-54,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1870,1849,-61,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1909,1870,-116,,,,,,,,,,"DEN",,2010,
"BO","WILA LLUXITA",3722,24,1997,1909,-300,,,,,,,,,,"OTH","direct measurement",2010,
"BO","ZONGO",1503,25,1732,1680,-106,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1766,1732,-618,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1781,1766,-46,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1811,1781,-54,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1822,1811,-103,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1852,1822,-51,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1871,1852,-93,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1911,1871,-155,,,,,,,,,,"DEN",,2010,
"BO","ZONGO",1503,25,1956,1911,-48,,,,,,,,,,"OTH","direct measurement",2010,
"BO","ZONGO",1503,25,1983,1956,-25,,,,,,,,,,"OTH","direct measurement",2010,
"BO","ZONGO",1503,25,1991,1983,-84,,,,,,,,,,"OTH","direct measurement",2010,
"BO","ZONGO",1503,25,1992,1991,-12,,,,,,,,,,"OTH","direct measurement",2010,
